"","indicator","p value","test type","dependent.var.value","independent.var.value","numbers","se","min","max"
"716","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Surface water (river, dam, lake, pond, stream canal, irrigation channels)","Female",0.00202884288029283,NA,NA,NA
"816","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Tanker truck","Female",0.00471537179676533,NA,NA,NA
"915","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Tubewell/borehole","Female",0.876442425336782,NA,NA,NA
"107","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Unprotected dug well","Female",0.00478292485651773,NA,NA,NA
"1112","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Unprotected spring","Female",0.00110074683694787,NA,NA,NA
"128","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Cart with small tank/drum","Male",0.00844341431934068,NA,NA,NA
"134","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Piped water into the settlement/public tap/standpipe","Male",0.078226084852051,NA,NA,NA
"144","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Piped water into the shelter","Male",0.0112575597289976,NA,NA,NA
"154","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Protected dug well","Male",0.00205683775312798,NA,NA,NA
"164","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Protected spring","Male",0.000837359702989369,NA,NA,NA
"173","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Rainwater collection","Male",0.000707912955871625,NA,NA,NA
"183","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Surface water (river, dam, lake, pond, stream canal, irrigation channels)","Male",0.00175457855456583,NA,NA,NA
"192","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Tanker truck","Male",0.00153487897470937,NA,NA,NA
"202","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Tubewell/borehole","Male",0.890040589942112,NA,NA,NA
"2110","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Unprotected dug well","Male",0.00472210336473954,NA,NA,NA
"222","what is the main source of water for your family ",0.654116922261064,"Pearson's X^2: Rao & Scott adjustment","Unprotected spring","Male",0.000418679851494685,NA,NA,NA
"129","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","cooking Washing clothes Washing body","Female",0,NA,NA,NA
"223","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","cooking Washing clothes Washing body Cleaning","Female",0,NA,NA,NA
"322","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking","Female",0.00652737261722827,NA,NA,NA
"420","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking","Female",0.0571069043191766,NA,NA,NA
"517","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Cleaning","Female",0.0230931743015035,NA,NA,NA
"617","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing body","Female",0.0272081329024861,NA,NA,NA
"717","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing body Cleaning","Female",0.0156398622177181,NA,NA,NA
"817","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing clothes","Female",0.0365042156378087,NA,NA,NA
"916","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing clothes Cleaning","Female",0.00947775379032942,NA,NA,NA
"108","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing clothes Washing body","Female",0.14098561755392,NA,NA,NA
"1113","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing clothes Washing body Cleaning","Female",0.682252592652883,NA,NA,NA
"1210","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking Washing clothes Washing body","Female",0,NA,NA,NA
"135","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking Washing clothes Washing body Cleaning","Female",0,NA,NA,NA
"145","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Washing clothes Washing body","Female",0,NA,NA,NA
"155","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Washing clothes Washing body Cleaning","Female",0.00120437400694606,NA,NA,NA
"165","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","cooking Washing clothes Washing body","Male",0.000496983211786241,NA,NA,NA
"174","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","cooking Washing clothes Washing body Cleaning","Male",0.000850748714393017,NA,NA,NA
"184","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking","Male",0.00517071841783609,NA,NA,NA
"193","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking","Male",0.0498787181882044,NA,NA,NA
"203","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Cleaning","Male",0.0278434076341932,NA,NA,NA
"2111","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing body","Male",0.0286150273026241,NA,NA,NA
"224","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing body Cleaning","Male",0.011428631264394,NA,NA,NA
"232","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing clothes","Male",0.0309588465121747,NA,NA,NA
"242","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing clothes Cleaning","Male",0.0123805915546419,NA,NA,NA
"252","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing clothes Washing body","Male",0.148562709765538,NA,NA,NA
"262","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking cooking Washing clothes Washing body Cleaning","Male",0.681678120385939,NA,NA,NA
"272","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking Washing clothes Washing body","Male",0.000663797221867002,NA,NA,NA
"282","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Drinking Washing clothes Washing body Cleaning","Male",0.000582063361824659,NA,NA,NA
"292","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Washing clothes Washing body","Male",0.000496983211786241,NA,NA,NA
"302","what do you use the water you collect from the water source for ",0.949844503280309,"Pearson's X^2: Rao & Scott adjustment","Washing clothes Washing body Cleaning","Male",0.000392653252796777,NA,NA,NA
"Female2","what do you use the water you collect from the water source for  drinking",0.510376612453604,"two sample ttest on difference in means (two sided)",NA,"Female",0.998795625993054,0.00120395739796496,0.996435912854122,1.00115533913199
"Male2","what do you use the water you collect from the water source for  drinking",0.510376612453604,"two sample ttest on difference in means (two sided)",NA,"Male",0.997762631609238,0.00100201989339227,0.995798708706396,0.999726554512079
"Female3","what do you use the water you collect from the water source for  cooking",0.907972635992083,"two sample ttest on difference in means (two sided)",NA,"Female",0.992268253375826,0.00321892556663015,0.985959275196315,0.998577231555336
"Male3","what do you use the water you collect from the water source for  cooking",0.907972635992083,"two sample ttest on difference in means (two sided)",NA,"Male",0.992693784533889,0.00175216693419145,0.989259600447972,0.996127968619806
"Female4","what do you use the water you collect from the water source for  washing clothes",0.631506438824464,"two sample ttest on difference in means (two sided)",NA,"Female",0.870424553641887,0.0117840578056026,0.847328224751168,0.893520882532607
"Male4","what do you use the water you collect from the water source for  washing clothes",0.631506438824464,"two sample ttest on difference in means (two sided)",NA,"Male",0.877063497192748,0.00715884936438579,0.863032410267805,0.891094584117692
"Female5","what do you use the water you collect from the water source for  washing body",0.642271878028234,"two sample ttest on difference in means (two sided)",NA,"Female",0.867290579333953,0.0117512521316046,0.844258548382759,0.890322610285148
"Male5","what do you use the water you collect from the water source for  washing body",0.642271878028234,"two sample ttest on difference in means (two sided)",NA,"Male",0.87376771769295,0.00726811654832036,0.859522471022802,0.888012964363097
"Female6","what do you use the water you collect from the water source for  cleaning",0.850899235824388,"two sample ttest on difference in means (two sided)",NA,"Female",0.73166775696938,0.0156288513854975,0.701035771134076,0.762299742804684
"Male6","what do you use the water you collect from the water source for  cleaning",0.850899235824388,"two sample ttest on difference in means (two sided)",NA,"Male",0.735156216168183,0.00987819040818227,0.715795318735717,0.754517113600649
"130","do you treat your water before drinking it ",0.0110869375429983,"Pearson's X^2: Rao & Scott adjustment","I don't know","Female",0.00108497632426231,NA,NA,NA
"225","do you treat your water before drinking it ",0.0110869375429983,"Pearson's X^2: Rao & Scott adjustment","No","Female",0.847362251086537,NA,NA,NA
"323","do you treat your water before drinking it ",0.0110869375429983,"Pearson's X^2: Rao & Scott adjustment","Sometimes","Female",0.0191056990477147,NA,NA,NA
"421","do you treat your water before drinking it ",0.0110869375429983,"Pearson's X^2: Rao & Scott adjustment","Yes","Female",0.132447073541486,NA,NA,NA
"518","do you treat your water before drinking it ",0.0110869375429983,"Pearson's X^2: Rao & Scott adjustment","I don't know","Male",0.000358707578771889,NA,NA,NA
"618","do you treat your water before drinking it ",0.0110869375429983,"Pearson's X^2: Rao & Scott adjustment","No","Male",0.800080881098497,NA,NA,NA
"718","do you treat your water before drinking it ",0.0110869375429983,"Pearson's X^2: Rao & Scott adjustment","Sometimes","Male",0.0183473691308015,NA,NA,NA
"818","do you treat your water before drinking it ",0.0110869375429983,"Pearson's X^2: Rao & Scott adjustment","Yes","Male",0.181213042191929,NA,NA,NA
"136","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Boiling","Female",0.291923814838394,NA,NA,NA
"226","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Boiling Cloth filters","Female",0,NA,NA,NA
"324","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Boiling Disinfection (Aquatabs/PUR/Tab10s/etc.)","Female",0.00592935870941488,NA,NA,NA
"422","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Boiling Disinfection (Aquatabs/PUR/Tab10s/etc.) Cloth filters","Female",0,NA,NA,NA
"519","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Boiling Household filters","Female",0,NA,NA,NA
"619","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Boiling Leave bottled water in the sun/solar disinfection","Female",0,NA,NA,NA
"719","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Cloth filters","Female",0.0819180673419526,NA,NA,NA
"819","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Disinfection (Aquatabs/PUR/Tab10s/etc.)","Female",0.559394305890607,NA,NA,NA
"917","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Disinfection (Aquatabs/PUR/Tab10s/etc.) Leave bottled water in the sun/solar disinfection","Female",0,NA,NA,NA
"109","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Household filters","Female",0.0416335523918327,NA,NA,NA
"1114","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Leave bottled water in the sun/solar disinfection","Female",0.0192009008277994,NA,NA,NA
"1211","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Boiling","Male",0.183087616944152,NA,NA,NA
"137","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Boiling Cloth filters","Male",0.00657597051709391,NA,NA,NA
"146","how do you usually treat your drinking water ",0.412716353537208,"Pearson's X^2: Rao & Scott adjustment","Boiling Disinfection (Aquatabs/PUR/Tab10s/etc.)","Male",0.023556739431873,NA,NA,NA
