"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value","test.name"
"306","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Salah al-Din",0.00909090909090909,NA,0,0.0268326093374992,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"3110","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Sulaymaniyah",0.00735294117647059,NA,0,0.0175087505388839,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"326","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Thi-Qar",0,NA,0,0,"idp_ref","idp",0.0220292892436591,"Pearson's X^2: Rao & Scott adjustment"
"1107","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Baghdad",1,NA,1,1,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"227","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Basrah",1,NA,1,1,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"327","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Dahuk",0.938931297709924,NA,0.909920296559862,0.967942298859986,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"426","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Erbil",0.811643835616438,NA,0.766772566926056,0.856515104306821,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"518","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Kirkuk",1,NA,1,1,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"618","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Missan",1,NA,1,1,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"717","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Najaf",1,NA,1,1,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"817","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Ninewa",1,NA,1,1,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"917","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Qadissiya",1,NA,1,1,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"1017","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Sulaymaniyah",0.969283276450512,NA,0.949515123047351,0.989051429853673,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"1117","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","No","Thi-Qar",1,NA,1,1,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"1217","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Baghdad",0,NA,0,0,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"1317","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Basrah",0,NA,0,0,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"1417","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Dahuk",0.0610687022900763,NA,0.0320577011400143,0.0900797034401384,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"1516","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Erbil",0.188356164383562,NA,0.143484895693179,0.233227433073944,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"1616","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Kirkuk",0,NA,0,0,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"1716","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Missan",0,NA,0,0,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"1816","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Najaf",0,NA,0,0,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"1916","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Ninewa",0,NA,0,0,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"2011","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Qadissiya",0,NA,0,0,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"2111","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Sulaymaniyah",0.0307167235494881,NA,0.0109485701463274,0.0504848769526487,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
"228","Were you asked to pay someone to receive your cash assistance from UNHCR?","In which governorate do you currently live?","Yes","Thi-Qar",0,NA,0,0,"idp_ref","refugee",2.11097848243019e-09,"Pearson's X^2: Rao & Scott adjustment"
